,Sox2,Gata2,Gata1,Pu1,Klf1
cell_338,0.0,0.0,0.15443711089151851,0.8199711378484065,0.0
cell_339,0.0,0.7749487133537115,0.013909072485776774,0.0,0.0
cell_340,0.6381078041732546,0.0,0.11413204450010392,0.8998055744932941,0.01709202166398784
cell_341,0.7378550003498167,0.8412728679722413,0.0,0.8603887335775329,0.0
cell_342,0.6144765753777233,0.0,0.06926937336066594,0.8551324384998784,0.06585334961608362
cell_343,0.5688200627146786,0.7722656038332943,0.10704998390714063,0.8756687333861641,0.0
cell_344,0.6379469486293864,0.8123664221631411,0.09777114007221857,0.8881563015215482,0.015377387719028605
cell_345,0.0,0.0,0.0,0.8915172493131078,0.0
cell_346,0.6670425184841345,0.7785404506845576,0.0263356620386722,0.0,0.0
cell_347,0.64489885480943,0.7376076300968509,0.1392358903033016,0.8856958055495949,0.0
cell_348,0.5957054234867203,0.7621920333970458,0.11766213509787511,0.8963873997773044,0.0
cell_349,0.6217713788426751,0.0,0.12271823911908424,0.0,0.03014779412835677
cell_350,0.0,0.7619585044720497,0.0948233762707173,0.8566552658539963,0.0
cell_351,0.6826841763228485,0.0,0.0,0.8765333726800624,0.0
cell_352,0.624982381209655,0.0,0.02395718461556849,0.9850017968296846,0.0
cell_353,0.6357575847838748,0.6799311438070725,0.0,0.783265279039179,0.0
cell_354,0.0,0.6821002534313324,0.0,0.0,0.0
cell_355,0.52463257972828,0.7107526988114359,0.056096949772826615,0.7894277115370079,0.006608504210409399
cell_356,0.5512179411929412,0.0,0.082851994318172,0.8255868922486771,0.0
cell_357,0.6256149986544284,0.7606796183682842,0.07742218356532711,0.7799698384767759,0.0
cell_358,0.4577921299788614,0.6292416541861444,0.0433795834097954,0.8244372780709851,0.0
cell_359,0.6359757341631861,0.7341336832997892,0.1488801162164366,0.7967770196428013,0.01220812688981812
cell_360,0.512145875618048,0.7512141747913844,0.02663149113888698,0.7918449474656408,0.0
cell_361,0.6790310931367824,0.6617567534888705,0.0,0.6870062479639986,0.08553144592528768
cell_362,0.0,0.0,0.0,0.8376093727560412,0.0
cell_363,0.5167146516392488,0.0,0.10119955161189609,0.8255082999978243,0.06133452876925376
cell_364,0.5993069141721934,0.6813427151810404,0.11959460071706354,0.73118966817898,0.0
cell_365,0.5756206966157077,0.6677107293626796,0.11711701398334994,0.0,0.0
cell_366,0.0,0.5777970829194228,0.09525759614403101,0.8283968451488123,0.0
cell_367,0.6224554775750575,0.6756947068876471,0.16173162847755967,0.7642320130575935,0.0
cell_368,0.4849502654299589,0.6381851253126511,0.08022506100176122,0.8033182857579761,0.007535994262629547
cell_369,0.0,0.6487877795115353,0.16287723713042063,0.7226816961568546,0.02560959056142162
cell_370,0.5178758417516879,0.6074635448836141,0.09127022375706641,0.6882505460338082,0.0
cell_371,0.4529644920364375,0.0,0.13055087907180263,0.0,0.0
cell_372,0.4673753340011059,0.5677860451594141,0.07727691832992986,0.0,0.0
cell_373,0.0,0.6432145981376645,0.0,0.6783617154796678,0.0
cell_374,0.49268757169470045,0.5263276598190825,0.16376952751412627,0.0,0.08196953483750032
cell_375,0.384399071742217,0.5462270315257649,0.04951925903735428,0.7423998115149474,0.0
cell_376,0.0,0.5219093646192317,0.08485530148676673,0.0,0.022751827041369233
cell_377,0.0,0.0,0.0,0.7253256915348197,0.0
cell_378,0.0,0.0,0.08003486631266539,0.0,0.0
cell_379,0.0,0.509588817079681,0.18030394103653113,0.699602766922628,0.00012895581031259948
cell_380,0.0,0.0,0.0817377003514395,0.6551450543554029,0.0
cell_381,0.43772241755730984,0.5042055488911101,0.015105591397824733,0.7204718297944375,0.031553591469964
cell_382,0.0,0.48658776361533,0.06213921833293658,0.5802688334049909,0.0
cell_383,0.5019116578010577,0.0,0.10360971079743928,0.5086901221698611,0.0
cell_384,0.0,0.39059916364282143,0.19622465073886208,0.0,0.0
cell_385,0.46399572989047116,0.44347898599570035,0.0,0.6335765991751038,0.0
cell_386,0.5228253413459407,0.4264615124003994,0.12590575317622346,0.6333819015999446,0.013861358764617252
cell_387,0.32695637501296415,0.44204007401664847,0.0,0.43712046653229836,0.0
cell_388,0.44021328094571127,0.36504612089789196,0.06754484720709816,0.4820219673581713,0.0
cell_389,0.3844659323078708,0.3453024751130458,0.0327045260041135,0.4424299743622184,0.04239023711639493
cell_390,0.46478517594495794,0.4400293237614788,0.13641282196068125,0.46746396176200694,0.0
cell_391,0.36666329068422937,0.40867119556062903,0.0,0.47445935279635537,0.0
cell_392,0.34775320183814445,0.4190615902855389,0.09740318321040314,0.37599551077495297,0.07716809664126435
cell_393,0.34869267149481914,0.3376055524321673,0.12259593571722772,0.43736626740885387,0.0
cell_394,0.45899481931332237,0.34826706576269145,0.1444977788800831,0.33190303070322097,0.0
cell_395,0.4654981853664103,0.3611589350016574,0.11694259410108412,0.3379243001697656,0.027372898335829267
cell_396,0.3917709993874141,0.32779441160439277,0.0,0.35195071513150744,0.0
cell_397,0.2873083155182683,0.35589938551731837,0.2611350479666956,0.0,0.0
cell_398,0.4463311193132141,0.4081522920899323,0.17259104598525338,0.0,0.03885559112729006
cell_399,0.34643307982955207,0.0,0.12379876070314608,0.28956038017566593,0.022631356356381766
cell_400,0.34473271395566984,0.25915425170911344,0.0878899752740209,0.16697507178431975,0.0
cell_401,0.28675393005647476,0.0,0.12520250528614732,0.0,0.10884303005568313
cell_402,0.0,0.0,0.15212961150444987,0.13893980391847127,0.07008194428676563
cell_403,0.3992479995776089,0.24756290863976915,0.16647858189505335,0.1609567846192835,0.02352259221216141
cell_404,0.28543006406730703,0.27849444242238924,0.2229352471715595,0.19959290943542396,0.0
cell_405,0.0,0.35374366693679893,0.17611697742727256,0.165772067808902,0.0
cell_406,0.0,0.0,0.029530129919156267,0.19433932468779275,0.012517538999856637
cell_407,0.4155678030893164,0.0,0.012395836796411541,0.23057492831360182,0.0
cell_408,0.0,0.22401385074034635,0.0,0.12439321774902569,0.0
cell_409,0.0,0.23748381773116276,0.14047462425453272,0.11125673030180311,0.02063898785473739
cell_410,0.3938715972806037,0.1688731162325228,0.09402290332465008,0.0,0.055840885960311525
cell_411,0.0,0.0,0.06379820277922621,0.14491549716610022,0.0
cell_412,0.3535728102942691,0.19314528162607436,0.07366047973244978,0.0,0.005341913529358231
cell_413,0.0,0.0,0.02679794149755991,0.0,0.0
cell_414,0.2504081237232932,0.2566946721261387,0.0046972841005024565,0.013765204795913331,0.0
cell_415,0.3686571627021413,0.22189004850777544,0.06517221433721554,0.05370555984182164,0.0
cell_416,0.2891181073510741,0.13522083310616898,0.07591841326975751,0.0,0.04607421206961261
cell_417,0.4018627619349589,0.19742329204096581,0.0,0.0,0.0
cell_418,0.29576321800321126,0.07976447561075635,0.11127477872697296,0.007801283082649196,0.08879012814125535
cell_419,0.0,0.12129170690638934,0.0,0.0,0.05200518862932991
cell_420,0.2717667824857855,0.0,0.012867660708039132,0.10874965362512702,0.08049617491811767
cell_421,0.26037468147216003,0.15190502363227631,0.051326676418175475,0.0,0.0
cell_422,0.259985222325206,0.1507829819899048,0.0,0.0,0.0
cell_423,0.244412401180302,0.06345436377684399,0.0,0.003964268965223524,0.0725563396845044
cell_424,0.26407246517479305,0.1729606208622465,0.0,0.0,0.0
cell_425,0.2553892499363702,0.1524540593614364,0.0,0.0,0.047387639066983886
cell_426,0.22735800372777956,0.0,0.0,0.03509852914392452,0.0
cell_427,0.3016006311980439,0.1348206393506319,0.11886775258351343,0.0,0.0
cell_428,0.20019558726264675,0.0,0.025339478623168668,0.0,0.0
cell_429,0.26470676775764884,0.04545757376799211,0.0,0.0,0.008913382029081294
cell_430,0.19989237915985253,0.0,0.0,0.0,0.04615750521780038
cell_431,0.0,0.08546715637802085,0.09348306379315859,0.024429537788486205,0.014691150066229446
cell_432,0.22037439541178153,0.03168764986259337,0.09067147238132596,0.0,0.09489956876473395
cell_433,0.20656247246639742,0.14017346839126116,0.0,0.02352889433186162,0.0
cell_434,0.2594280678691998,0.0,0.0,0.0,0.10223444589375635
cell_435,0.22251977755979355,0.08588158766598596,0.0,0.0,0.0
cell_436,0.17354595059921255,0.15056903792828408,0.0,0.0,0.0
cell_437,0.27099212648981097,0.0157203590843258,0.0,0.0,0.0
cell_438,0.30649266284587373,0.05281358230765588,0.0,0.0,0.0
cell_439,0.22386334425504847,0.0,0.007699025313943068,0.0,0.0
cell_440,0.13082613707699556,0.029241779611689847,0.10887984405775146,0.0,0.00021859234252802904
cell_441,0.2311702773136812,0.11071610491040873,0.13348849369977697,0.0,0.0
cell_442,0.2642366791528712,0.05897581700040817,0.10078844433032623,0.03673639780613522,0.0
cell_443,0.0,0.0,0.025417362180052343,0.0,0.0
cell_444,0.12482123298493795,0.0741669669952911,0.0,0.0,0.0
cell_445,0.10509721939686088,0.027814883444886626,0.0,0.0,0.0
cell_446,0.20804863517579106,0.04172637819843524,0.06478924599968348,0.1202567811549374,0.0
cell_447,0.18643588414817425,0.07422774202266924,0.0,0.0,0.0
cell_448,0.20756701800750516,0.096537378056957,0.0,0.06634790930605873,0.03488436833087426
cell_449,0.1555953849028898,0.03652534252517039,0.027281321858822743,0.0,0.0931430838538209
cell_450,0.1461079402088868,0.0,0.019089503011332623,0.10042727581776657,0.0
cell_451,0.0,0.09352889636237742,0.0,0.10302487878586261,0.0
cell_452,0.0,0.023077439659171306,0.023034233861395633,0.0,0.0
cell_453,0.0,0.0,0.0,0.0,0.0
cell_454,0.24345148224298063,0.0,0.0,0.09837028886559443,0.0
cell_455,0.17275556077079146,0.04141255665303965,0.0,0.0,0.0639442413050558
cell_456,0.18630881046428424,0.0,0.0,0.0,0.0
cell_457,0.05982754870627997,0.0791273189613266,0.005123312613864308,0.026850971167655488,0.0
cell_458,0.14071132005636877,0.0,0.0037940151874385174,0.0,0.0
cell_459,0.21692950645244408,0.053612259744225045,0.0,0.05162321661400917,0.060405171580366956
cell_460,0.22943298491998176,0.0,0.0,0.0,0.044561649172519556
cell_461,0.0,0.0,0.027727070015380516,0.0,0.0
cell_462,0.11216840029674784,0.0300860343960098,0.04577056670859488,0.0,0.0
cell_463,0.13722238462327713,0.09010270297385467,0.04504493159650156,0.0,0.0
cell_464,0.0,0.0026293913422343294,0.02663216846173923,0.013288316255103134,0.05048004379108761
cell_465,0.06590522323115526,0.0,0.012552491136992446,0.01172626419841732,0.0
cell_466,0.0,0.0,0.0022361473523607265,0.03503040154592031,0.0
cell_467,0.13472737551133096,0.0,0.0,0.09265071927441985,0.0
cell_468,0.20823821046142882,0.0,0.0,0.07288557323806624,0.0
cell_469,0.1125238817956568,0.05303241598270544,0.0,0.002547364699208394,0.008313474990757044
cell_470,0.12383242582246747,0.035282897429451926,0.019288270948121862,0.0,0.014799658024528338
cell_471,0.10707907160615913,0.01518588962106475,0.0,0.0048651736392311745,0.08003229450894594
cell_472,0.09816804959253195,0.0,0.07970777148905381,0.014622718571735466,0.0
cell_473,0.11616281564446736,0.0,0.046892579713281826,0.0,0.03142861787521375
cell_474,0.13746653108255952,0.0,0.0,0.0,0.0
cell_475,0.12033281607994321,0.0,0.031664918413053696,0.0,0.05294590571595419
cell_476,0.13904558755862104,0.0,0.0,0.03138561184177328,0.11896413042970427
cell_477,0.0,0.0,0.08320477398027544,0.0,0.0
cell_478,0.0,0.02197083776862754,0.0,0.0,0.04276376346906882
cell_479,0.0,0.05888178241852089,0.03268912069914621,0.0,0.07620580810675485
cell_480,0.06775043990451955,0.0,0.0,0.0,0.03112968318029853
cell_481,0.0,0.0,0.0,0.0432607068874255,0.0
cell_482,0.04454296976926411,0.0,0.0,0.0,0.0
cell_483,0.10009682900553316,0.0,0.0,0.06910204516389463,0.0
cell_484,0.17504961022615934,0.0,0.011599105777675697,0.0,0.0
cell_485,0.0,0.0,0.0,0.02048524774334734,0.061203958913268845
cell_486,0.09893273349936471,0.007382216691050017,0.0,0.0,0.0
cell_487,0.03768001464785169,0.0,0.0,0.0,0.05231666824909095
cell_488,0.0,0.0,0.05617479284837973,0.0,0.0
cell_489,0.18588018372953863,0.0,0.0,0.07492900254891226,0.0
cell_490,0.0,0.0,0.0,0.020213059900465194,0.0
cell_491,0.17619776211363297,0.0032053819654096517,0.0,0.0020435932360694463,0.005139369075476823
cell_492,0.0,0.0048840287741598876,0.0,0.0,0.026352175456768878
cell_493,0.0,0.0,0.0004277621584846595,0.0,0.0
cell_494,0.0,0.0,0.0,0.04702354385259974,0.013399799795260481
cell_495,0.0,0.07537836523769359,0.03387472573198965,0.0,0.0553283365255468
cell_496,0.11205793042919847,0.04295921873775997,0.0,0.0,0.0
cell_497,0.05646542099829747,0.0,0.0,0.0,0.02848561971452761
cell_498,0.0,0.0,0.0,0.0,0.0
cell_499,0.05081668558026374,0.0,0.010694811761492362,0.008552295545129034,0.0
cell_500,0.0,0.0,0.0,0.0,0.028476195239456326
cell_501,0.0,0.0,0.0,0.03203108777565589,0.0
cell_502,0.0,0.09686685560677208,0.0,0.0,0.0
cell_503,0.041911874369150566,0.0,0.0636175344751293,0.0,0.0
cell_504,0.08586466283768178,0.0,0.0,0.0,0.0
cell_505,0.06464306314874346,0.0,0.0,0.06422564560536964,0.05819717698062581
cell_506,0.04122437577368839,0.05496603872214732,0.0,0.0,0.0
cell_507,0.0,0.02366242524721996,0.0,0.08308170618690906,0.04197181915172073
cell_508,0.0,0.0,0.0,0.049955295104796626,0.0
cell_509,0.06551807915579112,0.0,0.0,0.0,0.0
cell_510,0.0,0.04884386588805854,0.0,0.0,0.0
cell_511,0.05434260949899075,0.0,0.0,0.0,0.10891976901017819
cell_512,0.12975544080223175,0.02235928412943916,0.12433818805068017,0.06386611795613659,0.0
cell_513,0.0,0.013814668355221587,0.0,0.010573865438107573,0.0
cell_514,0.15223537574742707,0.0,0.056011517408420274,0.0729695784874178,0.0
cell_515,0.0,0.08000940601335585,0.07291226725795616,0.03758844388012106,0.02198526722270291
cell_516,0.06153025468455121,0.06377160544807776,0.02915303116125156,0.006214563633533955,0.0
cell_517,0.0,0.0,0.09322286883171037,0.0,0.0
cell_518,0.04325994782745083,0.0,0.0,0.03216188083418888,0.016289661549215427
cell_519,0.11331785195613761,0.03033836668463012,0.0,0.0,0.009857366440819137
cell_520,0.0,0.05412910474293218,0.0,0.0,0.0
cell_521,0.0,0.0,0.01575934115393849,0.05894117835834563,0.02599279780680477
cell_522,0.0,0.04476203481037505,0.0,0.0,0.0
cell_523,0.05605392866156123,0.0,0.0,0.08294973313846549,0.0
cell_524,0.08332520080307981,0.08983469171759054,0.0,0.0,0.0
cell_525,0.035357882092933335,0.07270814065238351,0.0,0.0,0.0
cell_526,0.11114014784832471,0.020738953134488012,0.0,0.05213919318685638,0.0
cell_527,0.029180501349691294,0.10633883999472779,0.0,0.014516618783146739,0.01117617445574355
cell_528,0.049795746775663,0.00044062889140676935,0.0,0.0,0.0
cell_529,0.010536428304219143,0.0,0.0,0.0,0.020454798302101184
cell_530,0.04488104153219418,0.08288251159466474,0.030166644534407736,0.0,0.0
cell_531,0.03350157594956743,0.0,0.00018470184079702617,0.0,0.0
cell_532,0.04785809757208259,0.0,0.0,0.0,0.0
cell_533,0.05046747164023985,0.06793325935009634,0.0,0.0,0.04892490812159535
cell_534,0.0177380219138613,0.0029528666816486613,0.0,0.09395924289327359,0.0
cell_535,0.0,0.032610528439059615,0.0,0.0,0.05894204898464735
cell_536,0.014295988332732854,0.0,0.0,0.017691518401887433,0.024230313612990207
cell_537,0.0,0.010358062813532068,0.0,0.0,0.08458931746187996
cell_538,0.0,0.005182019547741047,0.0,0.0,0.0045435970443713615
cell_539,0.0,0.0,0.0,0.017497302957187072,0.0
cell_540,0.0,0.05369046176668785,0.03165121168180244,0.0,0.0
cell_541,0.07924921137596067,0.0,0.0,0.0,0.0
cell_542,0.0,0.0,0.0,0.0656170983403577,0.11595924686678949
cell_543,0.062105087342573466,0.0,0.0,0.021024593381767702,0.0
cell_544,0.07579192944173219,0.0,0.0,0.0028685455550511094,0.034273121445667125
cell_545,0.0,0.017791107283484146,0.0,0.014613947801275305,0.0
cell_546,0.0,0.0,0.0,0.0,0.03027268904800237
cell_547,0.0,0.0,0.032945465884960785,0.0,0.0
cell_548,0.08953841585891223,0.0,0.0,0.024020761626989476,0.0
cell_549,0.051608422972126325,0.04132995025467404,0.0,0.02458202082617847,0.0
cell_550,0.05508365342307462,0.0,0.12627774228971092,0.017708121884824405,0.0
cell_551,0.08376699514009711,0.0,0.0,0.0,5.88820328405094e-05
cell_552,0.0,0.02192322437751315,0.0,0.005626027942371929,0.031424673777319105
cell_553,0.0,0.0417960802946351,0.0,0.0,0.0
cell_554,0.02286244525596847,0.0,0.0,0.0,0.0
cell_555,0.03006417832425807,0.07100175607968875,0.04558857872793932,0.042477999266882775,0.025865803268270333
cell_556,0.0,0.0,0.0,0.059307924174804516,0.059959844546546716
cell_557,0.0,0.0,0.08374301138871883,0.07125067529661046,0.0
cell_558,0.019201446875861058,0.002508899111164129,0.05515924580536474,0.0,0.02958950758247348
cell_559,0.0,0.015040198062526782,0.0527008285934852,0.007332937868016505,0.0
cell_560,0.0671285016955629,0.0,0.0,0.01323745802986107,0.0
cell_561,0.03424960456617498,0.0,0.013510847474336432,0.0,0.0
cell_562,0.0,0.0,0.0,0.0,0.0
cell_563,0.0,0.028042099269235784,0.002551932858826708,0.0,0.0
cell_564,0.0,0.0,0.020036629737811826,0.0,0.0
cell_565,0.05413191398211176,0.0,0.01740325778275003,0.06713678970604585,0.0
cell_566,0.0,0.02284519099063561,0.09237046524219591,0.0,0.051241330534738186
cell_567,0.006998621686279141,0.0,0.009586743982115164,0.0006159602814085818,0.04313939036971294
cell_568,0.0,0.0,0.0,0.0,0.14862871463163677
cell_569,0.0,0.022446168208650998,0.015316122223472556,0.0,0.0
cell_570,0.0,0.0,0.0,0.0,0.0
cell_571,0.05058665738206454,0.02984606969998795,0.0,0.0,0.036904424075696045
cell_572,0.07300054487979155,0.1046045915417491,0.0,0.0,0.0
cell_573,0.0,0.0,0.0,0.0,0.0
cell_574,0.03141829033278187,0.0,0.011450624602554966,0.0,0.053000821963108416
cell_575,0.07168767763571535,0.0,0.06781424968625903,0.0,0.0
cell_576,0.04512460371091264,0.0,0.0,0.0,0.06805981238294026
cell_577,0.0,0.0,0.0,0.0,0.0
cell_578,0.0,0.015520323182305399,0.005290987410860832,0.03611024058615483,0.09600177173561558
cell_579,0.0,0.0,0.0,0.0,0.020168119157411388
cell_580,0.04355787256949413,0.0,0.06658518712871962,0.0,0.0
cell_581,0.0,0.0,0.03728558112376327,0.00014016847037178704,0.0
cell_582,0.00071195240678836,0.029664683390542044,0.0,0.0,0.0
cell_583,0.0,0.0,0.0,0.004776988021213758,0.028747985858315946
cell_584,0.0,0.023358270587147206,0.0,0.0,0.0
cell_585,0.052160385815554586,0.015324396455766985,0.030024455388338228,0.0,0.0
cell_586,0.0,0.0,0.0,0.0,0.0
cell_587,0.0,0.003217256197659695,0.0,0.018657454085646223,0.05629151349062275
cell_588,0.0,0.0,0.0,0.0,0.0
cell_589,0.013790841878979058,0.013178482336051898,0.0,0.02811782634296871,0.0
cell_590,0.06111824249176082,0.0,0.007659592958278637,0.056039781939411816,0.0
cell_591,0.0,0.049767647909720505,0.0,0.0415921792093407,0.031253894503985316
cell_592,0.0,0.049222354009211065,0.0,0.0,0.0
cell_593,0.03685455011624961,0.08047567150783892,0.06606435624792603,0.06371953582007588,0.03459139124980672
cell_594,0.0,0.0,0.0,0.0,0.0
cell_595,0.03818929868121776,0.0,0.0,0.0,0.0
cell_596,0.0,0.051181338328093566,0.0,0.027948956690225263,0.0
cell_597,0.0340100039114446,0.0,0.0,0.0,0.0
cell_598,0.011042960607063267,0.06917824935599104,0.0,0.0,0.0
cell_599,0.058142891821809296,0.0,0.0,0.0,0.0
